A_0,A_1,A_2,R_0,R_1,R_2,R_3,R_4,R_5,R_6,R_7,class,Fitness,Inverse Variance,g_k,Prediction,Prediction Error,Accuracy,Numerosity,Avg Action Set Size,TimeStamp GA,Iteration Initialized,Specificity,Deletion Probability,Experience,Match Count
#,#,1.0,#,0.0,#,#,#,1.0,#,1.0,1.0,0.0021995737299649646,0.0023450212506253877,0.07645098587508181,940.8456857161005,145.69663933206533,1.523183856522701e-07,1,15.352275573852307,2929,1978,0.36363636363636365,0.005317271154393014,35,63
#,1.0,#,#,#,0.0,#,0.0,1.0,0.0,1.0,1.0,0.2414226024259108,0.00105,0.0,1000.0,0.0,1.0,1,29.6,2965,1978,0.5454545454545454,0.0003487111868432894,5,19
#,#,#,0.0,#,0.0,#,1.0,#,0.0,#,1.0,0.002681843292104884,0.0018275361479487653,0.0,500.6444217827328,423.1575967087548,7.370369999206005e-10,1,20.09481844539392,2947,1987,0.36363636363636365,0.005708279951184614,20,55
#,0.0,#,1.0,0.0,#,0.0,#,#,#,0.0,0.0,0.008451320008687728,0.0016562499999999995,0.0,519.4959683584,411.0129753838934,8.525548664251195e-10,1,20.5754904379392,2985,1990,0.45454545454545453,0.00024239539494920714,17,31
#,#,1.0,1.0,#,0.0,#,#,0.0,1.0,#,1.0,0.018097746759225704,0.001600710419494162,0.0,569.393664,419.5465898666667,7.69305828541417e-10,1,16.768662528,2882,1993,0.45454545454545453,0.00019754798013221195,13,21
#,0.0,0.0,#,#,#,#,0.0,#,#,0.0,0.0,0.046866361241797785,0.002196116532439863,0.0,667.5646656286615,322.1636435047083,2.881491604964061e-09,1,20.172213229980184,2985,1996,0.36363636363636365,0.000237644473536564,34,61
#,0.0,0.0,#,#,#,0.0,0.0,#,#,0.0,1.0,0.0122076769124005,0.0016030196126465208,0.0,533.2063232,432.5139797333333,6.606923122761994e-10,1,21.538642534399997,2951,1999,0.45454545454545453,0.00025374208112040466,14,26
0.0,1.0,0.0,#,#,#,#,0.0,#,#,1.0,0.0,0.03929999530631489,0.0016562499999999997,0.0,689.9144517222401,333.1085338323627,2.438210545878876e-09,3,20.76458440572928,2902,2001,0.45454545454545453,0.0007338692100435321,18,31
#,#,#,1.0,#,1.0,#,0.0,#,0.0,1.0,1.0,0.0047264187461667885,0.0017656651359661487,0.0,747.8729035022336,364.2118211336056,1.5603779788533211e-09,1,22.94969980394537,2897,2004,0.45454545454545453,0.0002643269054947022,20,35
0.0,#,1.0,1.0,0.0,#,#,#,1.0,0.0,#,0.0,0.44581978087764357,0.002625,0.0,1000.0,0.0,1.0,1,18.438399999999998,2989,2004,0.5454545454545454,0.00021721879552335496,8,14
#,0.0,#,#,0.0,#,1.0,#,1.0,1.0,1.0,1.0,0.09365074718609812,0.0013124999999999999,0.0,635.2,361.38666666666666,1.6223306518814226e-09,1,29.839999999999996,2870,2005,0.5454545454545454,0.00035153857484472145,8,13
#,0.0,#,0.0,#,#,#,1.0,0.0,#,1.0,0.0,0.025027782571850513,0.00187692196809533,0.0344518325001454,735.1424000000001,332.1412266666666,2.4739224041690366e-09,1,19.690265599999996,2482,2009,0.45454545454545453,0.00023196675292687813,11,32
1.0,0.0,0.0,#,#,#,#,0.0,#,#,#,0.0,0.7507435370711304,inf,0.14285714285714285,1000.0,0.0,1.0,10,23.20967909485767,2987,2010,0.36363636363636365,0.0027342820079120614,40,61
#,0.0,0.0,0.0,1.0,#,0.0,#,0.0,#,#,1.0,0.19637560279359847,0.002625,0.04818317535313134,0.0,0.0,1.0,1,23.0,2879,2031,0.5454545454545454,0.0002709580168039073,5,11
#,0.0,#,#,#,1.0,#,#,0.0,#,0.0,1.0,0.0021737908324393645,0.0017896927694695365,0.0,542.9484112425098,424.91247915666906,7.21942435360674e-10,1,18.514981797386234,2966,2031,0.36363636363636365,0.006488736092495687,24,67
#,1.0,0.0,#,#,1.0,#,1.0,#,1.0,#,0.0,0.15716138840201768,inf,0.16666666666666666,0.0,0.0,1.0,1,26.8608,2926,2036,0.45454545454545453,0.000316441265120278,8,34
1.0,#,1.0,#,#,#,0.0,#,1.0,#,0.0,0.0,0.007430043214968351,0.0016562500000000002,0.036624028305326156,685.0099619627008,400.9678405387332,9.648333173074702e-10,3,21.25658007974052,2794,2041,0.45454545454545453,0.019615488917142793,20,26
0.0,0.0,#,#,#,#,#,#,1.0,0.0,0.0,0.0,0.011322870769012155,0.00165625,0.0,581.76512,410.69704533333334,8.558390684570602e-10,1,19.43990784,2983,2042,0.45454545454545453,0.00022901734239900564,12,27
0.0,1.0,0.0,0.0,#,0.0,#,#,#,#,1.0,1.0,0.037270397077955736,inf,0.3333333333333333,0.0,0.0,1.0,1,24.0,2880,2048,0.5454545454545454,0.00028273880014320765,1,18
1.0,0.0,#,#,0.0,#,0.0,1.0,#,#,0.0,1.0,0.31625383308814203,0.002625,0.0,1000.0,0.0,1.0,1,22.2,2957,2053,0.5454545454545454,0.00026153339013246707,5,14
#,#,0.0,#,0.0,0.0,0.0,#,0.0,0.0,0.0,1.0,0.04050808772807169,0.00125,0.021107035592365393,0.0,0.0,1.0,1,25.5,2800,2053,0.6363636363636364,0.0003004099751521581,2,11
1.0,#,0.0,1.0,1.0,#,#,1.0,0.0,#,1.0,0.0,0.025893083680816956,0.00125,0.0,0.0,0.0,1.0,1,32.0,2926,2055,0.6363636363636364,0.0003769850668576102,1,10
#,#,0.0,#,0.0,#,#,1.0,#,1.0,#,1.0,0.06883602623971037,0.0036026219549992566,0.0,992.557081249348,29.41539374174398,0.00045407403619799225,1,22.021404027350506,2969,2059,0.36363636363636365,0.0002594293896734118,37,61
1.0,0.0,1.0,0.0,#,0.0,#,#,#,1.0,0.0,1.0,0.48910387275436884,0.000625,0.01891700217679607,1000.0,0.0,1.0,1,17.666666666666668,2589,2068,0.6363636363636364,0.00020812717232763896,3,5
1.0,0.0,#,#,#,1.0,#,0.0,1.0,#,#,1.0,0.028306406674174,0.00165625,0.053996075865767004,524.608,415.31733333333335,8.092816922946877e-10,1,23.680448000000002,2908,2074,0.45454545454545453,0.00027897422726556756,10,23
#,0.0,#,#,#,#,1.0,1.0,1.0,1.0,#,0.0,0.03328018914295512,0.0017644235620499276,0.0,438.69183999999996,395.04486399999996,1.0393645511805237e-09,1,29.059787776,2891,2076,0.45454545454545453,0.0003423470636751038,13,31
0.0,#,#,1.0,0.0,1.0,#,#,#,#,#,0.0,0.004537019381198434,0.0019651153572356915,0.0,360.5777958721028,412.8617073087611,8.336369944296604e-10,1,18.20688408681571,2985,2076,0.36363636363636365,0.003057169845947038,23,59
0.0,1.0,1.0,#,1.0,#,0.0,#,1.0,0.0,#,1.0,0.01709576008686688,inf,0.2,0.0,0.0,1.0,1,31.75,2083,2083,0.6363636363636364,0.0003740398710227851,0,8
1.0,0.0,0.0,#,#,#,#,0.0,#,#,#,1.0,0.32945791497367266,inf,0.14285714285714285,0.0,0.0,1.0,3,25.517549294518272,2982,2084,0.36363636363636365,0.0009018501587659063,19,55
0.0,#,#,#,0.0,0.0,#,0.0,1.0,#,#,1.0,0.014393598462652759,0.0014800209459266249,0.0,619.072,391.3045333333334,1.089997755000924e-09,1,18.451648,2929,2089,0.45454545454545453,0.00021737486734103403,10,29
#,1.0,1.0,#,#,0.0,0.0,#,#,#,0.0,1.0,0.16265894983509727,inf,0.16666666666666666,0.0,0.0,1.0,1,21.392000000000003,2960,2093,0.45454545454545453,0.00025201451719431245,7,25
#,#,1.0,1.0,#,0.0,0.0,#,#,#,0.0,1.0,0.021663320817762118,0.0015279059040590405,0.0,584.0,381.8666666666667,1.2315193749143088e-09,1,25.416,2936,2093,0.45454545454545453,0.0002994203893516569,7,23
#,#,1.0,#,#,#,1.0,#,1.0,1.0,#,1.0,0.0049621023375523415,0.0036429211744917404,0.0,998.1705855177995,10.772951064173306,0.06891703182051781,1,17.985334961373415,2990,2098,0.36363636363636365,0.002761260550289438,40,58
1.0,#,#,1.0,0.0,1.0,1.0,#,#,#,#,1.0,0.016399258010967775,0.00165625,0.0,705.6813989888,354.16767004672,1.7945494415236877e-09,2,28.213896385822718,2870,2098,0.45454545454545453,0.0006647636009576915,18,34
#,#,1.0,0.0,#,1.0,#,0.0,1.0,#,#,1.0,0.08717621698694358,0.002093974410842521,0.06826650635400908,918.08,131.07199999999997,2.5849394142282147e-07,1,22.235072,2792,2099,0.45454545454545453,0.000261946565765743,10,24
#,0.0,1.0,#,0.0,1.0,1.0,#,1.0,#,#,1.0,0.26963544320081834,0.0013125,0.0,250.0,187.5,4.315127572016461e-08,1,27.75,2765,2099,0.5454545454545454,0.00032691673766558385,4,12
0.0,0.0,#,1.0,0.0,#,#,0.0,1.0,1.0,0.0,1.0,0.05630634510809446,-0.00075,-0.012516345966384032,666.6666666666666,277.77777777777777,6.0466176e-09,1,31.0,2101,2101,0.7272727272727273,0.00036520428351830984,3,4
#,0.0,#,0.0,0.0,#,#,#,0.0,1.0,1.0,1.0,0.09359933460343736,0.0020701892744479497,0.0,256.0,296.53333333333336,4.361465107661621e-09,1,24.656,2747,2106,0.5454545454545454,0.0002904669940137886,7,12
#,1.0,1.0,#,1.0,#,1.0,1.0,#,#,1.0,0.0,0.08010881575563003,inf,0.5,0.0,0.0,1.0,1,23.2,2934,2107,0.5454545454545454,0.00027331417347176737,5,13
1.0,1.0,0.0,#,#,#,0.0,#,#,1.0,#,0.0,0.08270020389030258,inf,0.1,0.0,0.0,1.0,1,31.6,2926,2108,0.45454545454545453,0.00037227275352189006,5,23
#,0.0,1.0,0.0,0.0,0.0,#,1.0,0.0,0.0,0.0,0.0,0.05830622158166682,inf,0.3333333333333333,1000.0,0.0,1.0,1,16.0,2974,2111,0.8181818181818182,0.0001884925334288051,1,1
1.0,0.0,0.0,1.0,#,#,#,0.0,#,#,#,1.0,0.12812300876788196,inf,0.14285714285714285,0.0,0.0,1.0,1,29.1136,2870,2116,0.45454545454545453,0.0003429810138270538,9,25
0.0,#,#,1.0,#,1.0,#,#,#,#,0.0,1.0,0.0033667285220854897,0.0035759067593972346,0.06214299559990123,988.7660325046753,44.17123985972461,5.947056313978689e-05,1,25.961308529433865,2762,2122,0.36363636363636365,0.005874529035788834,33,56
1.0,1.0,0.0,#,#,#,0.0,0.0,#,#,#,1.0,0.005728800210767641,0.00165625,0.0,811.9903231999999,319.17954389333335,3.018733338446037e-09,1,21.3401285632,2783,2128,0.45454545454545453,0.00025240517626351505,14,26
#,1.0,0.0,#,#,0.0,#,#,#,0.0,1.0,1.0,0.07489917623206252,inf,0.3333333333333333,0.0,0.0,1.0,1,30.8,2984,2128,0.45454545454545453,0.00036284812685044983,5,28
1.0,1.0,1.0,#,#,#,#,#,#,1.0,1.0,0.0,0.1523734699426189,inf,0.1111111111111111,0.0,0.0,1.0,2,20.70016,2963,2129,0.45454545454545453,0.00048772820009770174,9,27
0.0,0.0,#,1.0,0.0,1.0,#,#,0.0,#,#,0.0,0.01259314283316249,0.0013125,0.02280895090749481,672.0,324.26666666666665,2.7892565651002558e-09,1,22.752000000000002,2985,2139,0.5454545454545454,0.00026803638253576086,7,16
#,#,#,#,#,0.0,#,1.0,#,0.0,0.0,1.0,0.018999098297902826,0.0018894337899056117,0.0,435.1035318272,408.04551819264003,8.840095148721905e-10,2,15.485963949670401,2946,2144,0.36363636363636365,0.0003648735721825648,17,52
1.0,#,1.0,#,1.0,#,#,#,1.0,#,0.0,0.0,0.00667915273855523,0.0016562500000000002,0.036624028305326156,594.436898816,397.9352986965334,1.0021614115119473e-09,1,19.441673347071998,2928,2146,0.45454545454545453,0.00022903814145530484,16,26
1.0,#,1.0,#,#,1.0,1.0,#,1.0,#,#,0.0,0.013041668267652524,0.0016214345571880567,0.028687421949303446,521.472,397.0218666666667,1.0137429927802627e-09,1,21.038528000000003,2878,2146,0.45454545454545453,0.00024785034014580327,10,24
0.0,0.0,1.0,#,#,#,0.0,#,1.0,#,#,1.0,0.020649638451952113,0.00165625,0.0,783.5149312,327.23828736,2.664890966676087e-09,1,26.2385150976,2936,2154,0.45454545454545453,0.00030911026150978597,14,30
#,0.0,#,#,0.0,0.0,#,#,1.0,#,1.0,0.0,0.002667166522202411,0.0016562500000000002,0.0,826.9964943360001,297.13512093013327,4.317477281524513e-09,1,19.575030571008,2722,2156,0.45454545454545453,0.00023060919401722544,16,25
0.0,0.0,#,#,0.0,#,0.0,#,#,1.0,#,0.0,0.015622392671769274,0.0019676412376199463,0.0,658.2561046528,295.38534883328,4.446878339133375e-09,1,17.6654261092352,2985,2156,0.45454545454545453,0.00020811255758931886,17,32
#,#,1.0,1.0,0.0,#,1.0,#,0.0,#,0.0,0.0,0.2430140941209883,0.0013284412955465587,0.02308598269989353,512.0,307.2,3.655055225103397e-09,2,20.849472,2921,2158,0.5454545454545454,0.0004912462247416169,10,15
1.0,#,#,1.0,0.0,1.0,#,#,0.0,#,#,0.0,0.053275950936691116,0.002133753251678918,0.0,947.5712000000001,104.85759999999996,7.888609052210136e-07,1,25.588613119999998,2877,2158,0.45454545454545453,0.0003014539071198975,12,24
#,0.0,#,1.0,1.0,#,#,#,1.0,#,0.0,0.0,0.4154781194808006,0.006625,0.0,0.0,0.0,1.0,1,25.030527999999997,2928,2166,0.45454545454545453,0.00029487922723629007,10,24
0.0,#,1.0,#,0.0,#,#,1.0,#,#,#,1.0,0.0040133507686307005,0.002083148340185581,0.0,377.577926033408,424.4129870162603,7.262007212139013e-10,1,17.111282564726785,2966,2169,0.36363636363636365,0.00020158431255259333,19,55
1.0,1.0,0.0,#,#,0.0,#,1.0,#,1.0,1.0,0.0,0.054916425884097786,inf,0.1,0.0,0.0,1.0,1,32.0,2690,2172,0.6363636363636364,0.0003769850668576102,3,8
0.0,1.0,#,#,#,#,#,0.0,#,#,1.0,0.0,0.004347883811675504,0.0018281250000000003,0.0,759.0049310451161,322.93827034122216,2.8470980617903736e-09,1,22.20723002889012,2952,2173,0.36363636363636365,0.003891087846583113,29,54
#,#,0.0,1.0,#,1.0,#,#,#,1.0,#,1.0,0.01066355990367298,0.005550917792065047,0.0,947.108379973575,107.82946976751396,6.85981892094912e-07,1,22.956447053332557,2969,2178,0.36363636363636365,0.00027044492897543006,42,55
1.0,0.0,1.0,#,#,#,#,#,0.0,#,#,1.0,0.5882132783914061,inf,0.5,0.0,0.0,1.0,1,15.162294784,2941,2183,0.36363636363636365,0.00017862370977690732,13,39
#,0.0,0.0,#,#,#,1.0,#,1.0,0.0,#,0.0,0.0027917564472111703,0.00165625,0.0,830.8384768,297.0545902933333,4.323332733222497e-09,1,22.240778444799997,2972,2184,0.45454545454545453,0.00026201379215556945,14,26
1.0,0.0,0.0,#,0.0,#,#,#,#,#,0.0,1.0,0.016110945544200513,0.0016562500000000004,0.0,897.6,192.8533333333333,3.7485581415201645e-08,1,23.145599999999998,2957,2187,0.45454545454545453,0.0002726732988581094,8,22
1.0,#,#,#,#,0.0,#,0.0,1.0,#,0.0,1.0,0.008184191122381532,0.00173219497053203,0.0,412.31360000000006,414.7165866666667,8.151602109039043e-10,1,22.14848,2986,2187,0.45454545454545453,0.0002609264441748263,11,21
0.0,1.0,0.0,0.0,#,#,0.0,0.0,#,0.0,#,0.0,0.3599014207552826,0.000625,0.0,840.0,160.0,9.5367431640625e-08,1,19.919999999999998,2689,2195,0.6363636363636364,0.00023467320411886232,6,7
#,1.0,1.0,#,#,#,1.0,1.0,1.0,#,1.0,0.0,0.06655522825661588,inf,0.3333333333333333,0.0,0.0,1.0,1,24.0,2934,2198,0.5454545454545454,0.00028273880014320765,3,15
#,#,#,0.0,#,#,1.0,1.0,#,#,#,0.0,0.0010533929440440066,0.0018467494260139784,0.0,645.7979583755666,419.3819529562045,7.708170477992404e-10,1,18.482662595019058,2995,2198,0.2727272727272727,0.008911868918809901,44,103
#,#,1.0,1.0,0.0,#,1.0,#,0.0,#,#,0.0,0.14864753028308297,0.0015846249521622655,0.027538005897646035,409.6,327.68,2.6469779601696886e-09,1,19.795071999999998,2980,2204,0.45454545454545453,0.0002332014544178502,11,22
#,1.0,#,1.0,#,#,#,1.0,1.0,#,#,1.0,0.009216195675341675,0.001828125,0.04042463501625623,586.7118426027374,391.759338037296,1.0836853794544048e-09,1,17.70546309303307,2969,2206,0.36363636363636365,0.00020858422462100067,28,60
1.0,0.0,1.0,1.0,#,#,#,#,0.0,0.0,#,0.0,0.34218231925608145,inf,0.25,1000.0,0.0,1.0,1,19.2,2220,2220,0.5454545454545454,0.0002261910401145661,5,8
1.0,#,#,1.0,1.0,1.0,#,1.0,#,0.0,#,0.0,0.012951091666120903,0.0013125,0.0,480.0,373.3333333333333,1.3788472593961975e-09,1,19.52,2905,2220,0.5454545454545454,0.0002299608907831422,6,13
#,0.0,1.0,1.0,1.0,#,#,#,#,1.0,#,1.0,0.11077652080081214,0.002928637611045097,0.0,934.464,117.96479999999997,4.3776175959427164e-07,1,18.87928064,2936,2221,0.45454545454545453,0.00022241271482168707,13,20
0.0,#,1.0,1.0,1.0,#,0.0,0.0,#,#,0.0,1.0,0.04919426185409723,0.000625,0.0,1000.0,0.0,1.0,1,31.75,2936,2222,0.6363636363636364,0.0003740398710227851,4,7
#,1.0,0.0,0.0,#,1.0,#,#,#,#,0.0,1.0,0.035843224820731136,0.0028461816057189994,0.0,918.08,131.07199999999997,2.5849394142282147e-07,1,23.357522509824,2652,2225,0.45454545454545453,0.00027516991203106674,16,24
#,#,0.0,#,#,#,#,#,0.0,0.0,#,0.0,0.00851411500914136,0.0023738933052512307,0.0,887.406463663764,212.55560467885726,2.3048209624358073e-08,1,20.949447770578814,2964,2229,0.2727272727272727,0.00026726838989142023,59,108
0.0,0.0,#,#,#,#,0.0,#,0.0,0.0,#,0.0,0.017853415782720046,0.00165625,0.0,556.11392,376.9357653333333,1.314205450579253e-09,1,20.85130752,2909,2230,0.45454545454545453,0.00024564473623424343,12,25
1.0,#,1.0,#,#,#,0.0,#,1.0,#,0.0,1.0,0.2028579743981551,0.00165625,0.036624028305326156,500.00000000000006,291.66666666666674,4.737683108228708e-09,3,18.5,2769,2231,0.45454545454545453,0.0006538334753311677,4,20
0.0,#,#,#,#,0.0,0.0,0.0,1.0,#,#,0.0,0.0022901397084505552,0.0023347609519248948,0.0,790.6126005600256,273.4349539169621,6.542290825909056e-09,1,20.141677668414257,2989,2237,0.45454545454545453,0.006700207290590598,20,24
0.0,0.0,1.0,#,0.0,#,#,#,1.0,#,#,1.0,0.18773828167701936,inf,0.3333333333333333,0.0,0.0,1.0,1,26.4,2745,2237,0.45454545454545453,0.0003110126801575284,5,25
1.0,#,#,#,0.0,#,1.0,#,0.0,0.0,#,0.0,0.02513839180522305,0.0027494189907038523,0.0,897.6,192.8533333333333,3.7485581415201645e-08,1,23.6416,2838,2244,0.45454545454545453,0.0002785165673944024,8,15
#,#,0.0,1.0,#,#,#,#,0.0,0.0,#,0.0,0.001311479086845548,0.001828125,0.0,649.1204127484805,396.36529458998587,1.0221670917184802e-09,1,25.0281178892539,2942,2244,0.36363636363636365,0.014538560124688488,22,55
#,0.0,1.0,0.0,0.0,#,#,#,0.0,1.0,#,1.0,0.20729332087587812,inf,0.3333333333333333,0.0,0.0,1.0,1,16.5,2966,2252,0.5454545454545454,0.00019438292509845525,4,8
1.0,0.0,#,#,#,#,#,1.0,0.0,#,1.0,1.0,0.005208321926982639,0.00165625,0.0,728.66916352,351.9392426666667,1.8520876007491512e-09,1,16.08952848384,2927,2252,0.45454545454545453,0.00018954724909962017,15,20
#,0.0,0.0,0.0,#,#,#,0.0,#,1.0,0.0,0.0,0.2175259344670568,inf,0.14285714285714285,1000.0,0.0,1.0,1,17.6,2922,2256,0.5454545454545454,0.0002073417867716856,5,8
0.0,0.0,0.0,#,#,1.0,#,#,#,#,#,0.0,0.010405427933282368,0.001828125,0.0,387.016704,409.1766101333333,8.7185848737654e-10,1,28.4434944,2985,2256,0.36363636363636365,0.0003350866449390019,13,45
0.0,1.0,0.0,#,1.0,0.0,#,#,#,1.0,#,1.0,0.13342870831989254,inf,0.5,0.0,0.0,1.0,1,17.5,2991,2258,0.5454545454545454,0.00020616370843775557,2,9
0.0,#,0.0,1.0,#,#,#,1.0,#,#,1.0,1.0,0.14445892086612575,0.0023660714285714288,0.0,800.0,160.0,9.5367431640625e-08,1,22.529528320000004,2984,2258,0.45454545454545453,0.0002654154918745507,12,17
1.0,#,1.0,1.0,0.0,#,1.0,#,0.0,1.0,#,1.0,0.08233324343654558,0.000625,0.0,500.0,250.0,1.0240000000000001e-08,1,15.0,2819,2259,0.6363636363636364,0.00017671175008950477,2,3
0.0,#,1.0,#,0.0,1.0,#,#,1.0,#,#,1.0,0.13793868714832228,0.0015864463601532566,0.0,544.0,332.8,2.4495336614827863e-09,1,17.208,2732,2264,0.45454545454545453,0.00020272371970267986,7,24
0.0,#,1.0,1.0,1.0,1.0,1.0,#,#,#,0.0,0.0,0.04648608399911811,inf,0.3333333333333333,0.0,0.0,1.0,1,31.0,2615,2268,0.6363636363636364,0.00036520428351830984,2,4
0.0,#,#,1.0,#,1.0,1.0,#,#,#,#,0.0,0.021051724334462917,0.004445628621431884,0.0,107.47903999999998,206.74423466666667,2.647481672771966e-08,1,26.83024896,2980,2268,0.36363636363636365,0.00031608134993724765,12,40
0.0,#,0.0,1.0,#,#,1.0,#,#,#,0.0,1.0,0.007161912863523271,0.0021975300085914475,0.0,746.3129088,281.69074005333334,5.638156754485336e-09,1,21.5481243648,2991,2272,0.45454545454545453,0.0002538537845100071,14,23
0.0,0.0,0.0,#,#,1.0,#,#,#,#,0.0,1.0,0.01757608646224221,0.00165625,0.0,771.6454047744,340.1939593898666,2.1946587998401593e-09,3,25.8012484591616,2762,2272,0.45454545454545453,0.0009118767539425169,17,24
#,#,0.0,1.0,#,#,#,#,#,0.0,0.0,0.0,0.00427978160056859,0.001828125,0.0,698.6647484381591,369.5553584038397,1.4507830777207215e-09,2,24.887825161484933,2942,2273,0.36363636363636365,0.01772066051731523,25,53
#,#,#,1.0,0.0,#,0.0,1.0,#,#,#,1.0,0.0006318868923370807,0.0018281249999999999,0.0,736.1187758311778,279.0814354676032,5.9067047014292595e-09,1,21.435974607751955,2984,2275,0.36363636363636365,0.025843924393052504,28,51
1.0,0.0,1.0,1.0,#,0.0,0.0,#,1.0,#,0.0,1.0,0.00818908511003267,-0.0027538798127537977,-0.06206755194715668,863.82848,0.0,1.0,1,26.446952959999997,2277,2277,0.7272727272727273,0.0003115658228064272,0,3
1.0,#,0.0,1.0,#,1.0,#,#,#,1.0,#,1.0,0.0012436768895775338,0.002652587938829948,0.0,875.60976744448,210.24695735637334,2.434172784540578e-08,1,20.93515565318144,2969,2280,0.45454545454545453,0.00024663253292465877,18,24
0.0,0.0,#,0.0,#,#,#,0.0,0.0,#,1.0,0.0,0.2151967998959729,0.002625,0.0,1000.0,0.0,1.0,1,19.0,2964,2283,0.5454545454545454,0.00022383488344670605,4,8
0.0,#,0.0,1.0,#,1.0,#,#,#,#,#,1.0,0.7463185708006109,inf,0.5,1000.0,0.0,1.0,8,25.532107496443743,2762,2285,0.36363636363636365,0.002418843099148276,39,52
1.0,#,#,#,1.0,#,#,0.0,#,0.0,0.0,1.0,0.08495086090514777,0.0030113636363636362,0.0,200.0,160.0,9.5367431640625e-08,1,28.518400000000003,2883,2287,0.45454545454545453,0.0003359690915835022,8,20
1.0,0.0,1.0,1.0,1.0,#,#,1.0,#,1.0,1.0,0.0,0.011890537285278977,-0.0007499999999999998,-0.0,331.15680000000003,229.16666666666669,1.582132169312826e-08,1,19.9546368,2288,2288,0.7272727272727273,0.000235081252755229,0,1
#,#,#,1.0,#,0.0,0.0,1.0,#,0.0,1.0,0.0,0.01639006042525474,0.0013125,0.0,500.0,333.3333333333333,2.4300000000000017e-09,1,18.75,2719,2289,0.5454545454545454,0.00022088968761188097,4,14
#,1.0,#,1.0,#,0.0,0.0,#,0.0,#,1.0,0.0,0.4180791744542113,0.00175,0.0,1000.0,0.0,1.0,2,19.8,2952,2289,0.5454545454545454,0.0004665190202362926,5,11
1.0,1.0,1.0,#,#,#,1.0,#,1.0,#,1.0,0.0,0.07439561859487072,inf,0.16666666666666666,0.0,0.0,1.0,1,25.0,2934,2290,0.5454545454545454,0.00029451958348250795,3,11
0.0,#,#,#,0.0,1.0,#,1.0,#,#,#,0.0,0.007072568378982045,0.001828125,0.0,540.1638197584829,403.5751791201721,9.340664193724588e-10,1,19.472968596382756,2980,2292,0.36363636363636365,0.0002294068240069843,24,48
0.0,1.0,1.0,1.0,0.0,#,#,1.0,0.0,#,#,0.0,0.11953222000818794,0.000625,0.0,500.00000000000006,291.66666666666674,4.737683108228708e-09,1,18.0,2980,2292,0.6363636363636364,0.00021205410010740572,4,7
#,#,0.0,0.0,#,0.0,#,1.0,#,1.0,0.0,0.0,0.08175853625204803,0.0013125,0.0,750.0,229.16666666666669,1.582132169312826e-08,1,16.75,2335,2294,0.5454545454545454,0.00019732812093328032,4,6
#,0.0,0.0,0.0,#,#,#,0.0,#,#,#,1.0,0.19411174816390747,inf,0.14285714285714285,0.0,0.0,1.0,1,23.5597056,2982,2295,0.36363636363636365,0.0002775517872113004,11,40
1.0,#,0.0,#,#,#,#,1.0,#,1.0,#,0.0,0.18203735416666444,inf,0.16666666666666666,0.0,0.0,1.0,2,24.92215296,2926,2296,0.36363636363636365,0.0005872049687413242,12,48
#,1.0,#,1.0,#,0.0,#,#,#,#,0.0,1.0,0.010051137356477134,0.0030030132605890396,0.0,108.7635456,190.12780032,4.025055579683249e-08,1,19.60452608,2991,2297,0.36363636363636365,0.00023095667421814257,15,41
#,#,1.0,0.0,#,#,1.0,1.0,1.0,#,#,0.0,0.19839621368101204,0.001366542904290429,0.02864216313459213,712.0,262.4,8.038607917201419e-09,1,22.55904,2577,2299,0.45454545454545453,0.00026576316258260945,9,28
#,#,#,#,#,0.0,#,1.0,#,0.0,0.0,0.0,0.014411141322021035,0.0020258271309865974,0.0,695.1816400941516,376.70568170757986,1.3182237965478541e-09,2,17.401138380473657,2974,2303,0.36363636363636365,0.0004300321194187562,28,43
#,0.0,#,#,#,0.0,0.0,0.0,#,#,1.0,0.0,0.006308801618464293,0.0017759429392867287,0.0,634.7936768000001,410.8543317333333,8.542021279547657e-10,1,16.990657228799996,2919,2308,0.45454545454545453,0.0002001632516048095,14,21
0.0,0.0,0.0,#,#,1.0,#,#,1.0,#,0.0,1.0,0.035302943811623015,0.0013125,0.0,836.1600000000001,268.97066666666666,7.103549366350906e-09,1,22.69664,2309,2309,0.5454545454545454,0.00026738419837009716,9,11
#,0.0,0.0,1.0,#,#,#,1.0,#,1.0,0.0,0.0,0.04300872879138434,inf,0.125,0.0,0.0,1.0,1,31.5,2891,2310,0.5454545454545454,0.00037109467518796,4,11
#,1.0,1.0,#,#,#,#,#,#,#,1.0,1.0,0.009078446123734861,0.003805416437626386,0.0,997.0162841904646,13.988764048710163,0.018668235697891375,2,16.748817733711867,2994,2315,0.2727272727272727,0.005621952885405225,45,82
1.0,1.0,#,1.0,#,#,#,#,#,0.0,#,1.0,0.0019444947132904271,0.0022671693284680647,0.0,306.3469177378439,403.52920082536815,9.345986803460636e-10,1,24.13929922783944,2986,2318,0.36363636363636365,0.009457415420521309,23,57
1.0,1.0,0.0,1.0,#,0.0,#,#,1.0,#,0.0,1.0,0.0069576591461740075,0.000625,0.0,64.98922926106856,175.921013242817,5.9348727449925406e-08,1,33.60848203781975,2319,2319,0.6363636363636364,0.0003959342452503209,0,4
0.0,#,#,#,#,0.0,0.0,#,1.0,#,#,1.0,0.03303966051294986,0.0019546887510008023,0.0,435.25120000000004,377.57952,1.3030403066068609e-09,1,21.695052800000003,2960,2320,0.36363636363636365,0.00025558471657148075,11,42
